project,commit,coveredClass,outerClass,coveredClassPath,dstar,ochiai,tarantula,barinel,sm_dates,sm_randoms,sm_io,sm_collections,sm_threads,sm_networks,sm_lines,sm_doi,sm_cc,uniq_changes,developers,age,isSusFlaky
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$33,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$34,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$30,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$35,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$65,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$RpcRetryingCallerWithReadReplicas,org.apache.hadoop.hbase.client$RpcRetryingCallerWithReadReplicas,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/RpcRetryingCallerWithReadReplicas.java,0.0,0.0,0.0,0.0,0,0,0,1,2,0,243,0,16,27,16,872846.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$48,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$49,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$71,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver.querymatcher$NormalUserScanQueryMatcher$4,org.apache.hadoop.hbase.regionserver.querymatcher$NormalUserScanQueryMatcher,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/querymatcher/NormalUserScanQueryMatcher.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,107,2,8,6,4,6600635.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$SegmentScanner,org.apache.hadoop.hbase.regionserver$SegmentScanner,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SegmentScanner.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,369,0,23,11,5,1024525.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$50,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$51,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$52,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$54,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.master$CatalogJanitor$1,org.apache.hadoop.hbase.master$CatalogJanitor,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/CatalogJanitor.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,412,1,35,67,18,10051963.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$24,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$25,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.master.procedure$MasterProcedureScheduler$Queue,org.apache.hadoop.hbase.master.procedure$MasterProcedureScheduler,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/MasterProcedureScheduler.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1100,1,79,24,7,8398813.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.mob$MobUtils$1,org.apache.hadoop.hbase.mob$MobUtils,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/mob/MobUtils.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,920,0,33,29,12,2980640.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$ConnectionImplementation$3,org.apache.hadoop.hbase.client$ConnectionImplementation,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/ConnectionImplementation.java,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1899,0,107,79,33,273268.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.master.balancer$BaseLoadBalancer$Cluster,org.apache.hadoop.hbase.master.balancer$BaseLoadBalancer,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/BaseLoadBalancer.java,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1514,0,181,81,21,1567016.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.master.balancer$BaseLoadBalancer$Cluster$1,org.apache.hadoop.hbase.master.balancer$BaseLoadBalancer,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/BaseLoadBalancer.java,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1514,0,181,81,21,1567016.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.ipc$ServerRpcConnection$ByteBuffByteInput,org.apache.hadoop.hbase.ipc$ServerRpcConnection,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/ServerRpcConnection.java,0.0,0.0,0.0,0.0,0,0,1,0,0,0,763,0,72,1,1,1035931.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$HBaseAdmin$3,org.apache.hadoop.hbase.client$HBaseAdmin,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin.java,0.0,0.0,0.0,0.0,0,0,8,10,5,0,4029,0,186,386,58,1172962.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$4,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$5,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.io.hfile$HFileBlock$1,org.apache.hadoop.hbase.io.hfile$HFileBlock,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFileBlock.java,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1966,0,78,90,27,1024525.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.io.hfile$HFileWriterImpl$1,org.apache.hadoop.hbase.io.hfile$HFileWriterImpl,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFileWriterImpl.java,0.0,0.0,0.0,0.0,0,0,1,0,0,0,776,0,61,15,11,2080989.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.io.hfile$CompoundBloomFilterWriter$ReadyChunk,org.apache.hadoop.hbase.io.hfile$CompoundBloomFilterWriter,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/CompoundBloomFilterWriter.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,253,1,11,20,4,5468501.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.io.hfile$CompoundBloomFilterWriter$MetaWriter,org.apache.hadoop.hbase.io.hfile$CompoundBloomFilterWriter,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/CompoundBloomFilterWriter.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,253,1,11,20,4,5468501.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.io.hfile$CompoundBloomFilter,org.apache.hadoop.hbase.io.hfile$CompoundBloomFilter,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/CompoundBloomFilter.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,166,1,9,6,3,23835334.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$31,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$32,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.coprocessor$RegionObserver,org.apache.hadoop.hbase.coprocessor$RegionObserver,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/coprocessor/RegionObserver.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,77,27,5329090.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$HTable$11,org.apache.hadoop.hbase.client$HTable,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,0.0,0.0,0.0,0.0,0,0,4,5,0,0,1223,0,72,389,42,337148.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$SyncCoprocessorRpcChannel,org.apache.hadoop.hbase.client$SyncCoprocessorRpcChannel,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/SyncCoprocessorRpcChannel.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,37,0,1,2,2,4112459.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$RegionCoprocessorRpcChannel,org.apache.hadoop.hbase.client$RegionCoprocessorRpcChannel,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/RegionCoprocessorRpcChannel.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,59,1,2,1,1,19865617.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$HTable$12,org.apache.hadoop.hbase.client$HTable,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,0.0,0.0,0.0,0.0,0,0,4,5,0,0,1223,0,72,389,42,337148.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$RegionCoprocessorRpcChannel$1,org.apache.hadoop.hbase.client$RegionCoprocessorRpcChannel,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/RegionCoprocessorRpcChannel.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,59,1,2,1,1,19865617.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$EndpointOperation,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$EndpointOperationWithResult,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$HRegion$5,org.apache.hadoop.hbase.regionserver$HRegion,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,0.0,0.0,0.0,0.0,0,0,5,5,8,0,7966,0,653,984,67,1172962.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$BaseRowProcessor,org.apache.hadoop.hbase.regionserver$BaseRowProcessor,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/BaseRowProcessor.java,0.0,0.0,0.0,0.0,1,0,0,0,0,0,33,0,0,14,8,10051963.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$MultiRowMutationProcessor,org.apache.hadoop.hbase.regionserver$MultiRowMutationProcessor,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MultiRowMutationProcessor.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,163,1,26,22,12,10051963.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$RetriesExhaustedException,org.apache.hadoop.hbase.client$RetriesExhaustedException,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/RetriesExhaustedException.java,0.0,0.0,0.0,0.0,1,0,0,0,0,0,82,2,2,27,8,4112459.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$13,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$11,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$66,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$67,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost$15,org.apache.hadoop.hbase.regionserver$RegionCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionCoprocessorHost.java,0.0,0.0,0.0,0.0,0,0,71,0,7,0,1667,1,27,106,34,1034453.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$RowMutations,org.apache.hadoop.hbase.client$RowMutations,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/RowMutations.java,0.0,0.0,0.0,0.0,0,0,0,1,0,0,81,0,4,13,6,4112459.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$HTable$3,org.apache.hadoop.hbase.client$HTable,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,0.0,0.0,0.0,0.0,0,0,4,5,0,0,1223,0,72,389,42,337148.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$HBaseAdmin$38,org.apache.hadoop.hbase.client$HBaseAdmin,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin.java,0.0,0.0,0.0,0.0,0,0,8,10,5,0,4029,0,186,386,58,1172962.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$HBaseAdmin$60,org.apache.hadoop.hbase.client$HBaseAdmin,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin.java,0.0,0.0,0.0,0.0,0,0,8,10,5,0,4029,0,186,386,58,1172962.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.procedure.flush$RegionServerFlushTableProcedureManager$FlushTableSubprocedurePool,org.apache.hadoop.hbase.procedure.flush$RegionServerFlushTableProcedureManager,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/flush/RegionServerFlushTableProcedureManager.java,0.0,0.0,0.0,0.0,0,0,0,0,2,0,282,2,9,10,8,10051963.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.procedure.flush$FlushTableSubprocedure,org.apache.hadoop.hbase.procedure.flush$FlushTableSubprocedure,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/flush/FlushTableSubprocedure.java,0.0,0.0,0.0,0.0,0,0,0,0,2,0,101,1,3,11,6,36813667.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.procedure.flush$FlushTableSubprocedure$RegionFlushTask,org.apache.hadoop.hbase.procedure.flush$FlushTableSubprocedure,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/flush/FlushTableSubprocedure.java,0.0,0.0,0.0,0.0,0,0,0,0,2,0,101,1,3,11,6,36813667.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$HBaseAdmin$61,org.apache.hadoop.hbase.client$HBaseAdmin,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin.java,0.0,0.0,0.0,0.0,0,0,8,10,5,0,4029,0,186,386,58,1172962.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$CompactType,org.apache.hadoop.hbase.client$CompactType,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/CompactType.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,1,0,2,2,4112459.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$HBaseAdmin$ThrowableAbortable,org.apache.hadoop.hbase.client$HBaseAdmin,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin.java,0.0,0.0,0.0,0.0,0,0,8,10,5,0,4029,0,186,386,58,1172962.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.client$HBaseAdmin$17,org.apache.hadoop.hbase.client$HBaseAdmin,hbase/hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin.java,0.0,0.0,0.0,0.0,0,0,8,10,5,0,4029,0,186,386,58,1172962.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver.compactions$CompactionContext,org.apache.hadoop.hbase.regionserver.compactions$CompactionContext,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/CompactionContext.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,42,0,0,7,6,36813667.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$DefaultStoreEngine$DefaultCompactionContext,org.apache.hadoop.hbase.regionserver$DefaultStoreEngine,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DefaultStoreEngine.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,94,1,0,17,11,34518749.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver.compactions$SortedCompactionPolicy$1,org.apache.hadoop.hbase.regionserver.compactions$SortedCompactionPolicy,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/SortedCompactionPolicy.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,203,1,11,2,2,10051963.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver.compactions$CompactionRequest,org.apache.hadoop.hbase.regionserver.compactions$CompactionRequest,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/CompactionRequest.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,200,0,4,39,15,10051963.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver.compactions$CompactionRequest$DisplayCompactionType,org.apache.hadoop.hbase.regionserver.compactions$CompactionRequest,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/CompactionRequest.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,200,0,4,39,15,10051963.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver$CompactSplitThread$CompactionRunner,org.apache.hadoop.hbase.regionserver$CompactSplitThread,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/CompactSplitThread.java,0.0,0.0,0.0,0.0,0,0,0,0,3,0,624,0,40,110,25,867837.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver.compactions$Compactor$FileDetails,org.apache.hadoop.hbase.regionserver.compactions$Compactor,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/Compactor.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,456,0,32,67,29,2980640.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver.compactions$CompactionProgress,org.apache.hadoop.hbase.regionserver.compactions$CompactionProgress,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/CompactionProgress.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,64,0,0,9,4,83887431.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver.querymatcher$DropDeletesCompactionScanQueryMatcher,org.apache.hadoop.hbase.regionserver.querymatcher$DropDeletesCompactionScanQueryMatcher,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/querymatcher/DropDeletesCompactionScanQueryMatcher.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,54,2,3,1,1,25527645.0,0.0
hbase,23ea2c36f52283631ce665e04f2af433fc25ae55,org.apache.hadoop.hbase.regionserver.querymatcher$MajorCompactionScanQueryMatcher,org.apache.hadoop.hbase.regionserver.querymatcher$MajorCompactionScanQueryMatcher,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/querymatcher/MajorCompactionScanQueryMatcher.java,0.0,0.0,0.0,0.0,0,0,0,0,0,0,50,3,5,4,3,16895894.0,0.0
